1/24/2019,-24.58,-22.49,-62.289,-60.199,Argentina
1/24/2019,47.059,49.149,-123.129,-121.039,USA
1/24/2019,52.639,54.729,25.1,27.19,Belorus
1/24/2019,11.329,13.959,-9.189,-6.469,- No Country 
1/24/2019,-17.8605512432,-14.8605512432,27.26992740075,30.26992740075,Zimbabwe
1/24/2019,-14.41,-12.32,-68.319,-66.229,Bolivia
1/24/2019,31.72068732135,34.72068732135,42.36775522575,45.36775522575,Iraq
1/24/2019,32.3594116762,35.3594116762,94.54987152435,97.54987152435,China
1/24/2019,41.6694267219,44.6694267219,-113.932844879,-110.932844879,United States
1/24/2019,44.2208132417,47.2208132417,60.7571144996,63.7571144996,Kazakhstan
1/24/2019,46.44624110845,49.44624110845,-120.0324137315,-117.0324137315,United States
1/24/2019,53.20261347545,56.20261347545,29.7605281492,32.7605281492,Russia
1/24/2019,31.859,31.949,-114.749,-114.659,USA
1/24/2019,51.379,53.469,41.57,43.66,Russia
1/24/2019,17.629,19.719,-73.269,-71.179,Haiti
1/24/2019,-7.568737966395,-4.568737966395,-76.43778280055,-73.43778280055,Peru
1/24/2019,0.89673068948,3.89673068948,-77.09777004065,-74.09777004065,Colombia
1/24/2019,12.06411815995,15.06411815995,104.4587627085,107.4587627085,Cambodia
1/24/2019,28.55063997625,31.55063997625,112.363743693,115.363743693,China
1/24/2019,31.62543438305,34.62543438305,95.6521451245,98.6521451245,China
1/24/2019,36.9096018869,39.9096018869,-106.815774662,-103.815774662,United States
1/24/2019,37.37178218455,40.37178218455,-94.1164608488,-91.1164608488,United States
1/24/2019,39.90247106145,42.90247106145,73.82141691005,76.82141691005,Kyrgyzstan
1/24/2019,45.85953604795,48.85953604795,38.88637460235,41.88637460235,Russia
1/24/2019,46.01793275835,49.01793275835,39.30377630175,42.30377630175,Russia
1/24/2019,46.41434111555,49.41434111555,-90.4458065697,-87.4458065697,United States
1/24/2019,49.7302165674,52.7302165674,84.6278928511,87.6278928511,Russia
1/24/2019,53.0876723194,56.0876723194,29.10900996585,32.10900996585,Belarus
1/24/2019,55.7240715114,58.7240715114,-126.880140474,-123.880140474,Canada
1/24/2019,30.329,30.419,-89.819,-89.729,USA
1/24/2019,60.919,63.009,-146.349,-144.259,USA
1/24/2019,65.059,67.149,23.75,25.84,Finland
1/24/2019,54.259,56.349,-130.149,-128.059,Canada
1/24/2019,25.009,27.099,62,64.09,Pakistan
1/24/2019,28.73694053315,31.73694053315,115.307104986,118.307104986,China
1/24/2019,35.67909745835,38.67909745835,-90.14711525895,-87.14711525895,United States
1/24/2019,46.5283351776,49.5283351776,7.54324783362,10.54324783362,Germany
1/24/2019,46.64925193465,49.64925193465,50.12061872105,53.12061872105,Kazakhstan
1/24/2019,46.8932074395,49.8932074395,12.54329950165,15.54329950165,Austria
1/24/2019,51.4639621013,54.4639621013,124.1962669735,127.1962669735,China
1/24/2019,53.17945598175,56.17945598175,29.8549693653,32.8549693653,Russia
1/24/2019,56.5392380559,59.5392380559,10.5590938982,13.5590938982,Sweden
1/24/2019,29.059,31.149,-95.679,-93.589,USA
1/24/2019,51.0206995416,54.0206995416,-116.584098531,-113.584098531,Canada
1/24/2019,51.524505642,54.524505642,28.56960319165,31.56960319165,Belarus
1/24/2019,52.97385330815,55.97385330815,28.9253046968,31.9253046968,Belarus
1/24/2019,17.999,18.089,-102.239,-102.149,Mexico
1/24/2019,-32.95,-30.86,-56.349,-54.259,Uruguay
1/24/2019,-15.96244265335,-12.96244265335,-73.0021796838,-70.0021796838,Peru
1/24/2019,-4.64829885034,-1.64829885034,-61.1772416588,-58.1772416588,Brazil
1/24/2019,11.0174389867,14.0174389867,-9.436141241155,-6.436141241155,Mali
1/24/2019,23.31391727495,26.31391727495,101.6397338645,104.6397338645,China
1/24/2019,32.31940108825,35.31940108825,99.1203548545,102.1203548545,China
1/24/2019,33.488703367,36.488703367,96.50154638505,99.50154638505,China
1/24/2019,39.830438287,42.830438287,-97.4274944952,-94.4274944952,United States
1/24/2019,44.16453256115,47.16453256115,61.4206250793,64.4206250793,Kazakhstan
1/24/2019,49.82938214735,52.82938214735,-118.563738424,-115.563738424,Canada
1/24/2019,17.189,17.279,-100.709,-100.619,Mexico
1/24/2019,-15.66,-15.57,-69.209,-69.119,Bolivia
1/24/2019,-30.07,-27.98,-58.419,-56.329,Argentina
1/24/2019,11.959,14.049,-88.029,-85.939,Nicaraguay
1/24/2019,-5.441788436155,-2.441788436155,-64.56325582705,-61.56325582705,Brazil
1/24/2019,-4.64209344515,-1.64209344515,-61.17365302175,-58.17365302175,Brazil
1/24/2019,32.44521485025,35.44521485025,-92.7864595894,-89.7864595894,United States
1/24/2019,34.6007722185,37.6007722185,102.221755749,105.221755749,China
1/24/2019,50.31100756705,53.31100756705,-120.094300392,-117.094300392,Canada
1/24/2019,45.079,47.169,20.69,22.78,Romania
1/24/2019,-6.76,-4.67,-81.729,-79.639,Peru
1/24/2019,11.1632178403,14.1632178403,104.511656485,107.511656485,Cambodia
1/24/2019,28.30656556345,31.30656556345,112.0287415735,115.0287415735,China
1/24/2019,28.38259843865,31.38259843865,-91.6166001231,-88.6166001231,United States
1/24/2019,29.96169526675,32.96169526675,92.5187557605,95.5187557605,China
1/24/2019,31.99969357,34.99969357,-116.101304914,-113.101304914,United States
1/24/2019,35.56360612905,38.56360612905,-112.710044076,-109.710044076,United States
1/24/2019,48.75411140485,51.75411140485,38.5770308118,41.5770308118,Russia
1/24/2019,43.31829964125,46.31829964125,64.0873666384,67.0873666384,Kazakhstan
